lead_id,company_name,industry,lead_source,sales_rep,region,created_date,current_stage,stage_last_updated,last_contact_date,deal_value,lost_reason,notes
LD1748,PT. SUMBER MAKMUR,,Cold Call,Rina Marlina,Jakarta,2025-01-23,Closed Lost,2025-02-28,2025-01-28,62980000.0,,
LD1749,PT Cipta Karya,Finance,,Budi Santoso,Bandung,2024-04-07,Closed Lost,2024-05-20,2024-05-19,20312000.0,,
LD1750,UD Indo Sukses,Finance,Cold Call,Andi Wijaya,Makassar,2024-10-02,Negotiation,2024-10-20,,17811000.0,,
LD1751,UD Delta Solusi,Finance,,Dewi Lestari,Semarang,2024-01-18,Qualified,2024-02-04,,77433000.0,,Follow up next week
LD1752,PT. Global Teknindo,Construction,Social Media,Budi Santoso,Jakarta,2025-06-24,Qualified,2025-07-12,2025-07-06,89434000.0,,
LD1753,PT DELTA SOLUSI,,Referral,Siti Nurhaliza,,2024-05-15,Negotiation,2024-06-14,2024-05-15,112242000.0,,Client on vacation
LD1754,CV Central Distribusi,Education,Cold Call,Ahmad Fauzi,Jakarta,2025-01-12,Qualified,2025-03-06,2025-01-12,78792000.0,,
LD1755,CV Prima Nusantara,Finance,Trade Show,Budi Santoso,Semarang,2024-10-23,Contacted,2024-11-07,2024-10-25,,,Client on vacation
LD1756,CV Bumi Perkasa,,Cold Call,Budi Santoso,Bandung,2024-10-09,Closed Won,2024-11-28,2024-10-21,73092000.0,,VIP client
LD1757,PT Karya Utama,Retail,Cold Call,Budi Santoso,Medan,2025-03-08,Closed Lost,2025-08-17,,43856000.0,No response,
LD1758,PT. Mega Trading,Healthcare,Referral,Rina Marlina,Jakarta,2024-09-14,Negotiation,2024-10-19,2024-10-06,144177000.0,,Follow up next week
LD1759,CV Berkah Mandiri,Construction,Website,Dewi Lestari,Semarang,2025-07-29,Lead In,2025-08-08,2025-08-15,,,
LD1760,PT Global Teknindo,Healthcare,Social Media,Dewi Lestari,Jakarta,2024-08-14,Negotiation,2024-09-11,2024-08-29,,,
LD1761,PT. Sejahtera Bersama,Retail,Email Campaign,Andi Wijaya,Surabaya,2024-02-15,Qualified,2024-03-22,,2941000.0,,Client on vacation
LD1762,PT Global Teknindo,,,Andi Wijaya,Surabaya,2024-06-17,Lead In,2024-06-30,2024-06-18,,,Follow up next week
LD1763,CV Cahaya Abadi,Manufacturing,LinkedIn,Dewi Lestari,Bandung,2025-04-16,Lead In,2025-06-13,2025-05-24,,,Needs approval from board
LD1764,CV Nusantara Jaya,Manufacturing,,Andi Wijaya,Surabaya,2025-01-22,Lead In,2025-11-03,2025-02-10,,,Needs approval from board
LD1765,CV Tunas Muda,Healthcare,Partner,Yuni Shara,Bandung,2025-07-22,Closed Won,2025-09-28,2025-08-24,137736000.0,,
LD1766,CV Cahaya Abadi,F&B,Email Campaign,Dewi Lestari,,2025-04-21,Closed Lost,2025-07-05,2025-05-21,104789000.0,,
LD1767,UD Global Teknindo,Construction,Referral,Andi Wijaya,Jakarta,2025-07-19,Lead In,2025-09-25,2025-09-19,,,Follow up next week
LD1768,UD SUMBER MAKMUR,Manufacturing,Website,Budi Santoso,,2024-05-31,Proposal Sent,2024-06-10,,114501000.0,,
LD1769,PT Tunas Muda,Retail,Email Campaign,,Bandung,2024-03-24,Lead In,2024-04-18,2024-03-05,,,
LD1770,PT. Prima Nusantara,F&B,,Siti Nurhaliza,Jakarta,2025-01-23,Proposal Sent,2025-03-29,2025-02-28,113374000.0,,
LD1771,UD Harapan Baru,Technology,Trade Show,Andi Wijaya,Jakarta,2025-03-21,Qualified,2025-03-27,,38351000.0,,Waiting for PO
LD1772,CV Berkah Mandiri,Logistics,,Andi Wijaya,Yogyakarta,2024-02-20,Qualified,2024-03-13,2024-03-13,57548000.0,,
LD1773,PT. Global Teknindo,,Website,Budi Santoso,Yogyakarta,2024-03-07,Lead In,2024-03-14,2024-03-07,,,Waiting for PO
LD1774,PT Karya Utama,,Partner,,Bandung,2025-05-25,Closed Won,2025-06-26,2025-06-04,57957000.0,,Waiting for PO
LD1775,PT. Cahaya Abadi,F&B,Cold Call,,Medan,2025-03-05,Negotiation,2025-03-22,2025-03-27,33653000.0,,Client on vacation
LD1776,UD Nusantara Jaya,Retail,,Rudi Hartono,Yogyakarta,2024-08-22,Negotiation,2024-10-09,2024-08-24,103111000.0,,
LD1777,UD Cahaya Abadi,Technology,Cold Call,Dewi Lestari,Surabaya,2024-07-01,Closed Won,2024-06-08,2024-07-14,145926000.0,,Client on vacation
LD1778,PT. Bumi Perkasa,Retail,Partner,Dewi Lestari,Surabaya,2024-11-18,Closed Won,2024-12-04,2024-11-23,34838000.0,,Follow up next week
LD1779,PT Mitra Sejahtera,Healthcare,Partner,Budi Santoso,Semarang,2024-08-19,Lead In,2024-10-11,,,,VIP client
LD1780,PT Sumber Makmur,Finance,Cold Call,Ahmad Fauzi,Jakarta,2024-01-09,Lead In,2024-02-02,2024-01-17,,,VIP client
LD1781,CV Indo Sukses,Retail,,Rina Marlina,Jakarta,2025-04-28,Proposal Sent,2025-07-01,2025-07-05,19716000.0,,
LD1782,CV Sinar Jaya,F&B,Partner,Andi Wijaya,Yogyakarta,2024-04-21,Proposal Sent,2024-05-20,2024-04-25,80424000.0,,Waiting for PO
LD1783,UD Berkah Mandiri,,Trade Show,Ahmad Fauzi,Medan,2024-09-18,Closed Lost,2024-12-17,2024-09-23,110148000.0,Chose competitor,
LD1784,PT. Karya Utama,Technology,Website,Rina Marlina,Palembang,2024-07-16,Closed Won,2024-07-24,2024-07-19,32071000.0,,Follow up next week
LD1785,UD Prima Nusantara,Education,Website,Siti Nurhaliza,Surabaya,2025-03-16,Proposal Sent,2025-09-04,,18099000.0,,VIP client
LD1786,CV NUSANTARA JAYA,Retail,Referral,,Bandung,2024-11-01,Contacted,2025-01-26,,,,
LD1787,UD Delta Solusi,Retail,Trade Show,Andi Wijaya,Palembang,2024-02-18,Proposal Sent,2024-05-01,2024-07-05,11596000.0,,Needs approval from board
LD1788,UD Delta Solusi,Healthcare,Partner,Dewi Lestari,Jakarta,2025-07-19,Proposal Sent,2025-10-04,,102034000.0,,
LD1789,PT Nusantara Jaya,F&B,Website,Budi Santoso,Semarang,2024-07-18,Closed Lost,2024-08-12,2024-08-12,126200000.0,,Needs approval from board
LD1790,CV Cipta Karya,Retail,,Rudi Hartono,,2024-08-09,Qualified,2024-09-08,2024-08-31,91155000.0,,
LD1791,UD Cipta Karya,Manufacturing,Trade Show,,Bandung,2024-12-15,Lead In,2025-01-03,2025-01-08,,,Client on vacation
LD1792,PT Global Teknindo,Finance,,Rudi Hartono,Medan,2025-07-29,Proposal Sent,2025-09-22,2025-08-17,115441000.0,,Waiting for PO
LD1793,PT. Harapan Baru,Retail,Website,,Surabaya,2024-06-17,Qualified,2024-06-08,2024-07-08,66269000.0,,
LD1794,CV Delta Solusi,F&B,Inbound Call,Ahmad Fauzi,Denpasar,2024-02-27,Proposal Sent,2024-04-03,2024-03-01,95220000.0,,Follow up next week
LD1795,CV Mega Trading,Manufacturing,Website,Budi Santoso,,2025-03-27,Qualified,2025-05-03,2025-05-13,133044000.0,,Send revised proposal
LD1796,CV Sejahtera Bersama,Construction,Referral,Dewi Lestari,Bandung,2024-03-09,Negotiation,2024-02-29,2024-03-15,101846000.0,,
LD1797,UD Indo Sukses,Manufacturing,Referral,Yuni Shara,Jakarta,2024-03-21,Proposal Sent,2024-03-22,2024-03-30,124125000.0,,
LD1798,PT Bumi Perkasa,Logistics,Cold Call,Budi Santoso,Surabaya,2024-02-18,Contacted,2024-04-09,2024-03-15,,,
LD1799,CV Bumi Perkasa,F&B,Cold Call,Budi Santoso,Medan,2025-04-19,Negotiation,2025-06-22,2025-07-01,27207000.0,,Send revised proposal
LD1800,PT. Sumber Makmur,Retail,Partner,Yuni Shara,Palembang,2025-03-12,Closed Won,2025-04-11,2025-04-12,81825000.0,,
LD1801,PT Indo Sukses,F&B,Website,,,2025-04-09,Qualified,2025-04-17,2025-04-14,140853000.0,,Client on vacation
LD1802,PT. Bumi Perkasa,,Trade Show,Andi Wijaya,Jakarta,2025-01-09,Lead In,2025-02-21,2025-01-13,,,
LD1803,UD Cipta Karya,Healthcare,Referral,Andi Wijaya,Jakarta,2025-08-04,Qualified,2025-10-02,2025-08-08,81070000.0,,Follow up next week
LD1804,PT. Cipta Karya,Manufacturing,,Budi Santoso,Palembang,2024-09-13,Proposal Sent,2024-10-21,,46124000.0,,
LD1805,PT Tunas Muda,Finance,Email Campaign,Yuni Shara,Medan,2025-04-03,Qualified,2025-04-29,2025-04-12,140218000.0,,
LD1806,PT Indo Sukses,Technology,Inbound Call,,,2024-12-05,Qualified,2024-07-25,,,,Waiting for PO
LD1807,CV Sejahtera Bersama,Finance,Cold Call,Rudi Hartono,Jakarta,2025-01-25,Negotiation,2025-03-09,2025-02-19,86241000.0,,Needs approval from board
LD1808,CV Cipta Karya,Construction,Partner,Siti Nurhaliza,Bandung,2024-09-07,Proposal Sent,2024-09-29,2024-07-30,127318000.0,,Client on vacation
LD1809,UD Bumi Perkasa,,Email Campaign,Siti Nurhaliza,Yogyakarta,2024-12-17,Qualified,2025-03-01,2025-05-02,104800000.0,,
LD1810,CV Prima Nusantara,Retail,Website,,Yogyakarta,2025-01-30,Closed Lost,2025-04-12,2025-02-08,116404000.0,Chose competitor,Send revised proposal
LD1811,CV Indo Sukses,Manufacturing,Cold Call,Rudi Hartono,Semarang,2025-06-18,Closed Won,2025-07-31,2025-07-08,,,Follow up next week
LD1812,UD Karya Utama,Manufacturing,Inbound Call,Siti Nurhaliza,Bandung,2024-08-07,Closed Won,2024-10-07,2024-08-11,120223000.0,,
LD1813,UD Indo Sukses,Construction,Referral,Rina Marlina,Yogyakarta,2025-08-28,Proposal Sent,2025-11-08,,72746000.0,,Client on vacation
LD1814,UD Cipta Karya,Healthcare,LinkedIn,Andi Wijaya,Medan,2025-03-01,Negotiation,2025-04-28,2025-10-04,22456000.0,,
LD1815,UD Maju Terus,Manufacturing,Partner,,Surabaya,2024-05-01,Closed Lost,2024-07-29,,51180000.0,Chose competitor,Client on vacation
LD1816,UD Harapan Baru,Retail,Trade Show,Ahmad Fauzi,Makassar,2024-01-06,Qualified,2024-08-03,,32206000.0,,Follow up next week
LD1817,CV Maju Terus,F&B,Website,Budi Santoso,Surabaya,2025-02-27,Contacted,2025-02-28,2025-03-02,,,Follow up next week
LD1818,PT. Sinar Jaya,Retail,Email Campaign,Yuni Shara,Bandung,2024-05-26,Closed Won,2024-05-21,2024-08-02,94362000.0,,Send revised proposal
LD1819,PT Sejahtera Bersama,Manufacturing,Website,Budi Santoso,,2024-07-04,Closed Won,2024-09-04,2024-08-31,85182000.0,,VIP client
LD1820,CV Delta Solusi,F&B,Referral,Budi Santoso,Bandung,2025-07-16,Closed Won,2025-09-11,2025-08-07,97522000.0,,
LD1821,UD Berkah Mandiri,Healthcare,,Budi Santoso,Surabaya,2024-04-13,Negotiation,2024-05-25,2024-05-18,88606000.0,,Waiting for PO
LD1822,PT Delta Solusi,Logistics,,Rudi Hartono,Makassar,2024-08-12,Contacted,2024-10-02,2024-08-26,,,Send revised proposal
LD1823,PT Anugrah Sentosa,Retail,,Rina Marlina,Jakarta,2024-07-10,Proposal Sent,2024-09-05,2024-09-19,135359000.0,,VIP client
LD1824,PT. Mega Trading,Finance,Inbound Call,Yuni Shara,Yogyakarta,2024-05-17,Negotiation,2024-07-07,2024-07-20,109464000.0,,Send revised proposal
LD1825,PT Cahaya Abadi,Construction,Cold Call,Rudi Hartono,Surabaya,2024-12-31,Contacted,2025-03-23,,,,
LD1826,CV Delta Solusi,Healthcare,LinkedIn,Andi Wijaya,Palembang,2024-04-22,Qualified,2024-06-06,,26125000.0,,Waiting for PO
LD1827,PT. Central Distribusi,Manufacturing,Inbound Call,Andi Wijaya,Semarang,2024-07-16,Lead In,2024-08-11,2024-08-23,,,
LD1828,PT. Nusantara Jaya,Manufacturing,Inbound Call,Andi Wijaya,Jakarta,2024-07-31,Contacted,2024-10-27,2024-10-16,,,
LD1829,CV Cahaya Abadi,Healthcare,Referral,Ahmad Fauzi,Medan,2024-12-05,Closed Won,2024-05-18,2024-05-18,109004000.0,,
LD1830,CV Sejahtera Bersama,F&B,Partner,,Bandung,2024-06-02,Negotiation,2024-07-09,2024-11-06,,,Needs approval from board
LD1831,UD Karya Utama,Retail,Partner,Yuni Shara,,2024-12-24,Negotiation,2025-01-02,,110926000.0,,Send revised proposal
LD1832,PT KARYA UTAMA,Manufacturing,Social Media,Budi Santoso,Medan,2025-10-03,Closed Lost,2025-05-20,2025-04-25,56270000.0,,Follow up next week
LD1833,PT Sejahtera Bersama,Manufacturing,,Andi Wijaya,,2024-03-03,Qualified,2024-03-14,2024-03-23,129571000.0,,Follow up next week
LD1834,PT. Central Distribusi,Healthcare,,,Semarang,2024-01-03,Contacted,2024-05-19,2024-04-24,,,Waiting for PO
LD1835,PT. Sumber Makmur,Manufacturing,Email Campaign,Budi Santoso,,2024-12-22,Qualified,2025-02-15,,141974000.0,,Follow up next week
LD1836,PT Central Distribusi,Retail,Email Campaign,Budi Santoso,Yogyakarta,2024-08-23,Contacted,2024-10-14,,,,Client on vacation
LD1837,PT Tunas Muda,Education,Cold Call,Siti Nurhaliza,Jakarta,2024-02-01,Closed Won,2024-02-15,2024-02-12,106237000.0,,Waiting for PO
LD1838,UD CENTRAL DISTRIBUSI,Healthcare,Website,Budi Santoso,Jakarta,2024-04-26,Negotiation,2024-04-19,2024-02-05,80162000.0,,Follow up next week
LD1839,PT Cahaya Abadi,Manufacturing,Trade Show,Ahmad Fauzi,Medan,2025-03-23,Closed Won,2025-05-18,2025-05-01,13682000.0,,
LD1840,CV Cipta Karya,,Email Campaign,Siti Nurhaliza,,2025-02-04,Proposal Sent,2025-06-27,2025-06-13,,,Waiting for PO
LD1841,PT. Indo Sukses,Technology,Email Campaign,Yuni Shara,Denpasar,2024-11-20,Negotiation,2024-11-26,,,,Send revised proposal
LD1842,PT. Delta Solusi,Healthcare,Referral,Andi Wijaya,,2025-01-26,Proposal Sent,2025-05-03,2025-02-22,23969000.0,,VIP client
LD1843,CV Sumber Makmur,Finance,Website,Budi Santoso,Semarang,2025-08-05,Closed Won,2025-10-23,,4170000.0,,Needs approval from board
LD1844,PT Berkah Mandiri,Finance,LinkedIn,Andi Wijaya,Makassar,2024-09-22,Lead In,2024-12-01,2024-12-07,,,
LD1845,PT. Global Teknindo,Manufacturing,Referral,Andi Wijaya,,2025-03-31,Closed Lost,2025-06-08,2025-05-27,88972000.0,Timing not right,VIP client
LD1846,PT Sinar Jaya,Education,Trade Show,Andi Wijaya,Jakarta,2025-06-03,Qualified,2025-06-05,,11134000.0,,
LD1847,PT. Cipta Karya,Construction,Referral,Yuni Shara,Palembang,2025-08-27,Contacted,2025-09-18,2025-10-03,,,Send revised proposal
LD1848,CV Sinar Jaya,Technology,Inbound Call,Budi Santoso,Yogyakarta,2025-08-25,Qualified,2025-09-10,2025-09-15,64681000.0,,Client on vacation
LD1849,UD Mega Trading,Education,Cold Call,Yuni Shara,Yogyakarta,2024-05-07,Qualified,2024-07-11,,43890000.0,,
ld1014,UD Prima Nusantara,Education,,Budi Santoso,Palembang,2025-04-14,Proposal Sent,2025-06-26,2025-07-01,41250000.0,,VIP client
ld1138,PT Bumi Perkasa,F&B,Cold Call,Andi Wijaya,Medan,2025-05-04,Lead In,2025-06-23,,,,
ld1218,UD Maju Terus,Technology,Cold Call,Dewi Lestari,Makassar,2024-10-09,Negotiation,2024-11-24,2024-11-07,62007000.0,,
ld1230,UD Karya Utama,F&B,Website,Budi Santoso,,2025-07-31,Qualified,2025-10-21,2025-09-13,47830000.0,,VIP client
ld1243,PT. Sumber Makmur,Finance,Cold Call,Andi Wijaya,Jakarta,2025-03-16,Closed Won,2025-04-27,2025-03-24,115325000.0,,Waiting for PO
ld1341,UD Tunas Muda,Manufacturing,,Budi Santoso,Denpasar,2025-06-02,Lead In,2025-07-26,2025-06-25,,,
ld1424,CV Maju Terus,Logistics,Inbound Call,,,2024-04-01,Qualified,2024-04-03,2024-09-03,125642000.0,,Follow up next week
ld1703,PT. Sumber Makmur,Finance,Email Campaign,Budi Santoso,Jakarta,2024-09-26,Qualified,2024-12-20,2024-12-20,63162000.0,,VIP client
ld1737,PT. Cahaya Abadi,Healthcare,Inbound Call,Rina Marlina,Palembang,2025-05-13,Closed Won,2025-06-25,2025-07-03,91380000.0,,Client on vacation
