lead_id,company_name,industry,lead_source,sales_rep,region,created_date,current_stage,stage_last_updated,last_contact_date,deal_value_raw,lost_reason,notes
LD1107,CV Nusantara Jaya,Manufacturing ,Website,Rina Marlina,Denpasar,22-Nov-2024,Proposal Sent,17/02/2025,01-09-2025,37062000,,Client on vacation
LD1529,PT Sumber Makmur,retail,,Dewi Lestari,Yogyakarta,2024-02-06,Proposal Sent,06-Mar-2024,01-Mar-2024,Rp 65.864.000,,
LD1423,UD Maju Terus,Technology,Cold Call ,Rina Marlina,,06-18-2025,Negotiation,08-06-2025,2025-08-03,139955000,,Needs approval from board
LD1277,CV KARYA UTAMA,,Inbound Call,Budi Santoso,jakarta,25-Jan-2025,Qualified,22-Feb-2025,2025/02/25,58920000,,
LD1453,PT. Cahaya Abadi,Healthcare,Cold Call,Rina Marlina,Bandung,2024-08-24,Contacted,2024-10-18,10-16-2024,,,
LD1081,UD Maju Terus,F&B,Partner,Budi Santoso,Makassar,2025-03-24,Lead In,2025/04/02,14/04/2025,,,Client on vacation
LD1278,PT. Berkah Mandiri,retail,Cold Call,Ahmad Fauzi,Yogyakarta,03-11-2025,Proposal Sent,2025-05-09,,83703000.0 ,,
LD1785,UD Prima Nusantara,Education,Website,Siti Nurhaliza,Surabaya,16/03/2025,Proposal Sent,04-09-2025,,18099000,,VIP client
LD1789,PT Nusantara Jaya,F&B,Website,budi santoso,Semarang,2024-07-18,Closed Lost,12-Aug-2024,12/08/2024,126200000,,Needs approval from board
LD1564,PT. Global Teknindo,Manufacturing,Inbound Call,,Surabaya,12-24-2024,Proposal Sent,2025/01/22,2025-01-30,44060000,,Follow up next week
LD1472,CV Cahaya Abadi,Retail,website,Andi wijaya,Makassar,03-20-2024,Qualified,2024-03-15,04-25-2024,26089000,,Send revised proposal
LD1800,PT. Sumber Makmur,Retail,Partner,Yuni Shara,Palembang,12-Mar-2025,Closed Won,11-Apr-2025,2025-04-12,81825000,,
LD1002,PT Tunas Muda,Education,Trade Show,Siti Nurhaliza,Yogyakarta,2025-01-24,Lead In,2025-03-10,18/03/2025,,,Client on vacation
LD1746,UD Sumber Makmur,Construction,Cold Call ,,bandung,2025-07-24,Negotiation,2025/09/12,2025/07/24,Rp 56.593.000,,Send revised proposal
LD1554,UD Cahaya Abadi,Manufacturing ,LinkedIn,Dewi Lestari,bandung,01/10/2024,Proposal Sent,2024/11/23,06/10/2024,49008000,,Needs approval from board
LD1759,CV Berkah Mandiri,Construction,Website,Dewi Lestari,Semarang,2025/07/29,Lead In,08-Aug-2025,15/08/2025,,,
LD1145,CV Sinar Jaya,,,Budi Santoso,Yogyakarta,01-13-2024,Contacted,03-14-2024,2024-03-06,,,Follow up next week
LD1645,PT. Sumber Makmur,Education,Email Campaign,Siti Nurhaliza,,09/04/2024,Closed Won,2024-04-29,,86950000,,
LD1559,PT Prima Nusantara,Manufacturing,,,JAKARTA,07/02/2025,Closed Lost,18-Apr-2025,2025/04/19,68936000,,
LD1586,PT Nusantara Jaya,Education,,Dewi Lestari,Makassar,23/01/2024,Contacted,2024-02-25,02-11-2024,,,VIP client
LD1551,PT Harapan Baru,Construction,LinkedIn,Dewi Lestari,Jakarta,20/05/2024,Proposal Sent,2024-06-18,24-May-2024,122453000,,
LD1608,PT. Indo Sukses,Technology,Email Campaign,Dewi Lestari,,12/04/2025,Negotiation,15/04/2025,04-28-2025,Rp 39.878.000,,Waiting for PO
LD1848,CV Sinar Jaya,Technology,Inbound Call,budi santoso,Yogyakarta,25-Aug-2025,Qualified,2025/09/10,15-Sep-2025,64681000,,Client on vacation
LD1716,PT Central Distribusi,Construction,Social Media,Ahmad Fauzi,JAKARTA,01-25-2024,Negotiation,07-Apr-2024,26/02/2024,120415000,,Waiting for PO
LD1129,PT. Nusantara Jaya,F&B,Partner,Ahmad Fauzi,Medan,31-Oct-2024,Closed Won,01-15-2025,01/01/2025,21824000,,
LD1528,PT Maju Terus,retail,Trade Show,Andi wijaya,Palembang,07-14-2025,Closed Won,2025-08-26,2025-07-19,100174000,,Send revised proposal
LD1066,PT. Delta Solusi,Manufacturing ,Partner,Rina Marlina,,03-18-2024,Contacted,06-07-2024,2024/04/27,,,
LD1765,CV Tunas Muda,Healthcare,Partner,Yuni Shara,Bandung,07-22-2025,Closed Won,28-Sep-2025,2025/08/24,137736000,,
LD1495,UD Karya Utama,,website,Budi Santoso,bandung,01-01-2025,Contacted,29/01/2025,2025/01/01,,,Follow up next week
LD1758,PT. Mega Trading,Healthcare,referral,Rina Marlina,Jakarta,14-Sep-2024,Negotiation,19/10/2024,06-Oct-2024,Rp 144.177.000,,Follow up next week
LD1481,PT Cipta Karya,,Partner,Dewi Lestari,JAKARTA,23-Dec-2024,Closed Lost,23/02/2025,07-Mar-2025,105110000,Timing not right,Client on vacation
LD1835,PT. Sumber Makmur,Manufacturing,Email Campaign,Budi Santoso,,22-Dec-2024,Qualified,2025/02/15,,141974000,,Follow up next week
LD1411,UD Indo Sukses,F&B,,Andi Wijaya,bandung,11-Aug-2024,Qualified,2024-10-27,10-31-2024,148590000,,Client on vacation
LD1426,PT. Cipta Karya,Manufacturing ,referral,Andi Wijaya,,04-23-2025,Contacted,20-Jun-2025,,,,
LD1580,PT Berkah Mandiri,Education,referral,Budi Santoso,Surabaya,15-May-2025,Proposal Sent,05/05/2025,,28368000,,Needs approval from board
LD1028,PT Maju Terus,Retail,website,,Jakarta,07/03/2025,Contacted,18/03/2025,14-Mar-2025,,,
LD1280,UD Delta Solusi,F&B,Inbound Call,Yuni Shara,Makassar,2024/01/12,Qualified,2024-03-18,,54231000.0 ,,Waiting for PO
LD1296,CV Anugrah Sentosa,Healthcare,Email Campaign,Siti Nurhaliza,Makassar,27/06/2024,Proposal Sent,07-02-2024,2024-07-14,15027000.0 ,,Send revised proposal
LD1778,PT. Bumi Perkasa,retail,Partner,Dewi Lestari,Surabaya,18/11/2024,Closed Won,04-Dec-2024,11-23-2024,34838000,,Follow up next week
LD1197,PT Maju Terus,Healthcare,referral,,bandung,2024/03/15,Negotiation,2024-04-25,2024-04-07,143634000,,
LD1032,PT Mitra Sejahtera,Manufacturing ,Trade Show,Dewi Lestari,Bandung,11-Jan-2024,Proposal Sent,2024/02/05,02-17-2024,114208000,,VIP client
LD1665,PT Central Distribusi,Technology,Referral,Budi Santoso,Denpasar,09-15-2024,Contacted,2024-10-21,10-29-2024,,,Send revised proposal
LD1325,PT Indo Sukses,Manufacturing,Inbound Call,,JAKARTA,12/07/2024,Closed Won,2024-09-11,07-30-2024,,,
LD1439,PT. Mitra Sejahtera,F&B,Cold Call,Ahmad Fauzi,Denpasar,19/07/2025,Contacted,2025/09/03,13/08/2025,,,Waiting for PO
LD1099,UD Sinar Jaya,F&B,Inbound Call,Rudi Hartono,Palembang,18/10/2024,Qualified,09/01/2025,2024/10/19,127957000,,Waiting for PO
LD1631,PT. Berkah Mandiri,,Inbound Call,Rudi Hartono,JAKARTA,2024/01/14,Contacted,17-Mar-2024,2024-03-16,,,
LD1127,PT. Delta Solusi,Education,Website,Dewi Lestari,Surabaya,2025/02/09,Lead In,29/04/2025,05-10-2025,,,
LD1268,PT Harapan Baru,Retail,Referral,Dewi Lestari,Palembang,03-30-2025,Proposal Sent,2025-05-31,2025/05/27,73554000,,VIP client
LD1148,PT Delta Solusi,Construction,Referral,,,18/05/2025,Closed Lost,06/06/2025,05-22-2025,134799000,Price too high,Needs approval from board
LD1507,CV Sumber Makmur,Logistics,Social Media,Andi wijaya,Jakarta,2024/01/22,Contacted,02-25-2024,06/02/2024,,,
LD1309,PT. Global Teknindo,Retail,referral,budi santoso,Palembang,29-Apr-2024,Lead In,2024/06/09,10/06/2024,,,Client on vacation
LD1768,UD SUMBER MAKMUR,Manufacturing ,Website,Budi Santoso,,31/05/2024,Proposal Sent,2024/06/10,,114501000,,
LD1285,UD Global Teknindo,Retail,Website,Andi wijaya,JAKARTA,2025-06-21,Contacted,2025-08-18,2025/07/18,,,
LD1368,CV Bumi Perkasa,Healthcare,Partner,Dewi Lestari,,2025-06-30,Closed Won,2025-07-30,,44111000,,Needs approval from board
LD1169,PT BERKAH MANDIRI,Technology,Website,Rina Marlina,Palembang,2024-03-08,Qualified,2024-05-12,12/04/2024,117516000,,Send revised proposal
LD1837,PT Tunas Muda,Education,Cold Call ,Siti Nurhaliza,Jakarta,01/02/2024,Closed Won,15-Feb-2024,12/02/2024,106237000,,Waiting for PO
LD1717,CV Cahaya Abadi,Technology,Cold Call ,Budi Santoso,,2024/06/21,Contacted,2024-09-04,07-02-2024,,,
LD1798,PT Bumi Perkasa,Logistics,Cold Call,Budi Santoso,Surabaya,2024/02/18,Contacted,2024-04-09,15/03/2024,,,
LD1340,PT. Cahaya Abadi,,website,Yuni Shara,Semarang,2024-09-18,Qualified,19/10/2024,10-14-2024,66949000,,Client on vacation
LD1410,CV Sumber Makmur,Technology,Cold Call ,Budi Santoso,Medan,05-03-2024,Contacted,2024-05-17,2024-05-17,,,Waiting for PO
LD1096,PT Maju Terus,Logistics,Inbound Call,Rudi Hartono,Palembang,2024/05/04,Proposal Sent,07-13-2024,31/05/2024,147064000,,VIP client
LD1523,PT Tunas Muda,Retail,Partner,,,2024/03/06,Lead In,2024/04/08,17/03/2024,,,Send revised proposal
LD1569,PT Cahaya Abadi,,Partner,Andi Wijaya,Palembang,2025-05-17,Contacted,2025-08-08,08-Jun-2025,,,
LD1328,PT Indo Sukses,Logistics,,Ahmad Fauzi,Semarang,09-24-2024,Proposal Sent,03/12/2024,,,,VIP client
LD1260,PT Mega Trading,Logistics,Website,Yuni Shara,Semarang,2024/07/04,Contacted,21-Jul-2024,04-Jul-2024,,,Send revised proposal
LD1044,CV Nusantara Jaya,Education,Referral,Siti Nurhaliza,Semarang,05-09-2024,Proposal Sent,2024/07/24,21-Jun-2024,Rp 16.757.000,,Needs approval from board
LD1826,CV Delta Solusi,Healthcare,LinkedIn,Andi wijaya,Palembang,04-22-2024,Qualified,2024/06/06,,Rp 26.125.000,,Waiting for PO
LD1191,CV Karya Utama,,LinkedIn,budi santoso,Bandung,31/05/2025,Closed Won,24/07/2025,2025/07/10,42492000,,VIP client
LD1349,CV Delta Solusi,retail,Website,budi santoso,,13-Apr-2025,Proposal Sent,2025-05-02,04-24-2025,15850000,,
LD1000,CV Bumi Perkasa,Construction,Email Campaign,Siti Nurhaliza,Makassar,2024/04/24,Lead In,2024-05-30,,,,Follow up next week
LD1817,CV Maju Terus,F&B,website,budi santoso,Surabaya,27/02/2025,Contacted,28/02/2025,2025/03/02,,,Follow up next week
LD1736,PT. Sejahtera Bersama,,,Andi wijaya,,15-Sep-2024,Qualified,2024-11-18,,129661000,,
LD1486,PT Sumber Makmur,,Cold Call ,budi santoso,,01-Oct-2024,Closed Won,04/11/2024,2024/11/08,135596000,,
ld1218,UD Maju Terus,Technology,Cold Call,Dewi Lestari,Makassar,09/10/2024,Negotiation,24-Nov-2024,2024/11/07,62007000,,
LD1238,UD TUNAS MUDA,,Inbound Call,budi santoso,Medan,2025/06/27,Contacted,04/08/2025,07-08-2025,,,
LD1110,UD Prima Nusantara,Education,Email Campaign,,bandung,04-Aug-2024,Closed Lost,08-20-2024,20/08/2024,113641000,,Send revised proposal
LD1417,UD Central Distribusi,Healthcare,Trade Show,Ahmad Fauzi,Palembang,2024-10-17,Qualified,2025-01-03,05-Dec-2024,Rp 51.319.000,,
LD1731,PT Karya Utama,Retail,Website,Yuni Shara,jakarta,06-12-2024,Proposal Sent,2024/08/27,2024-06-29,14266000,,Client on vacation
LD1209,UD Mega Trading,Construction,website,,Surabaya,08-May-2025,Closed Won,09/05/2025,2025/05/18,13409000,,Send revised proposal
LD1167,PT. Cahaya Abadi,,Cold Call ,Dewi Lestari,Jakarta,07-02-2025,Closed Won,08-24-2025,08-31-2025,98909000,,Client on vacation
LD1655,UD TUNAS MUDA,Technology,Social Media,Siti Nurhaliza,,2024/06/28,Qualified,07-24-2024,2024-08-05,10351000,,VIP client
LD1614,CV Delta Solusi,Technology,LinkedIn,Andi wijaya,jakarta,2024/01/07,Proposal Sent,2024/01/03,2024-01-25,128625000,,
LD1773,PT. Global Teknindo,,website,budi santoso,Yogyakarta,07/03/2024,Lead In,2024/03/14,07-Mar-2024,,,Waiting for PO
LD1677,PT Sejahtera Bersama,F&B,website,Ahmad Fauzi,,2024/11/25,Negotiation,02-07-2025,2025-02-12,35881000,,VIP client
LD1366,CV Harapan Baru,Finance,Cold Call,Dewi Lestari,JAKARTA,28/03/2025,Negotiation,2025-06-20,2025-06-06,7472000,,Client on vacation
LD1254,PT. Prima Nusantara,Education,,,Palembang,2025/06/29,Closed Lost,2025/07/15,07-08-2025,6364000,Chose competitor,
LD1742,PT. Sinar Jaya,Manufacturing,referral,Andi Wijaya,bandung,2024/09/21,Contacted,2024-10-29,2024-11-08,,,Waiting for PO
LD1774,PT Karya Utama,,Partner,,Bandung,25/05/2025,Closed Won,2025-06-26,04/06/2025,57957000,,Waiting for PO
LD1600,CV Harapan Baru,Manufacturing ,Social Media,Ahmad Fauzi,Jakarta,19/02/2025,Qualified,03-13-2025,2025/02/23,76162000,,Waiting for PO
LD1115,PT Harapan Baru,,referral,Dewi Lestari,,01-23-2025,Qualified,2025/03/25,2025/04/05,75979000,,
LD1219,PT. Berkah Mandiri,Logistics,,Yuni Shara,Denpasar,2024-04-19,Proposal Sent,23-Jun-2024,03/07/2024,143593000,,Send revised proposal
LD1075,PT. Mitra Sejahtera,Retail,Social Media,Andi wijaya,Yogyakarta,11-04-2024,Contacted,05-Dec-2024,2024-12-14,,,Follow up next week
LD1307,CV Harapan Baru,Manufacturing ,Trade Show,Andi wijaya,bandung,2024/10/27,Qualified,2025/01/23,17-Jan-2025,21540000,,Send revised proposal
LD1091,PT CAHAYA ABADI,Logistics,LinkedIn,Rina Marlina,,27/05/2024,Contacted,08-01-2024,2024/08/01,,,
LD1064,CV Mega Trading,Construction,LinkedIn,Rina Marlina,JAKARTA,2024-10-23,Contacted,26-Oct-2024,10-26-2024,,,
LD1638,PT. Global Teknindo,Healthcare,Cold Call ,Rudi Hartono,Medan,03-25-2025,Qualified,2025-06-04,10/05/2025,78749000,,Follow up next week
LD1022,UD Mitra Sejahtera,Education,,Dewi Lestari,Denpasar,28/03/2025,Qualified,25-Apr-2025,2025/04/11,119473000,,
LD1435,PT. Prima Nusantara,,website,Rina Marlina,JAKARTA,2024/01/24,Proposal Sent,2024/04/07,01-Apr-2024,89746000,,
LD1069,PT. Prima Nusantara,F&B,,,Makassar,12-08-2024,Lead In,21-Dec-2024,,,,
LD1589,PT Delta Solusi,Healthcare,Inbound Call,Yuni Shara,Yogyakarta,11-23-2024,Qualified,01-19-2025,03-Dec-2024,128445000,,VIP client
LD1616,PT Mitra Sejahtera,Finance,Email Campaign,Andi wijaya,Palembang,12-Feb-2025,Contacted,2025/04/02,02-27-2025,,,Follow up next week
LD1455,PT Mitra Sejahtera,,Partner,Rina Marlina,Bandung,03/08/2024,Proposal Sent,2024-08-15,18/08/2024,21312000,,Follow up next week
LD1539,UD Cipta Karya,Manufacturing,Partner,Dewi Lestari,bandung,26/03/2025,Proposal Sent,01/04/2025,03-28-2025,Rp 148.812.000,,
LD1770,PT. Prima Nusantara,F&B,,Siti Nurhaliza,jakarta,23-Jan-2025,Proposal Sent,2025-03-29,2025/02/28,113374000,,
LD1154,PT Indo Sukses,Logistics,Cold Call ,Yuni Shara,Yogyakarta,03-05-2025,Contacted,12/05/2025,2025-04-18,,,VIP client
LD1491,CV Delta Solusi,Healthcare,,Budi Santoso,JAKARTA,2024-08-03,Negotiation,21/09/2024,2024/09/16,Rp 25.843.000,,
LD1404,PT Indo Sukses,F&B,Website,Dewi Lestari,,2024-10-31,Qualified,23/11/2024,17-Nov-2024,65947000,,VIP client
LD1264,CV Mega Trading,Healthcare,Trade Show,Budi Santoso,bandung,19/05/2025,Closed Won,08-06-2025,07-29-2025,19495000,,Follow up next week
LD1140,CV Central Distribusi,retail,referral,Yuni Shara,Denpasar,10-18-2024,Negotiation,13/10/2024,27-Oct-2024,29920000,,
LD1446,PT Nusantara Jaya,Healthcare,Referral,Rina Marlina,JAKARTA,04-Apr-2025,Closed Lost,06-30-2025,06-29-2025,27873000,,
LD1042,CV Mega Trading,Construction,Referral,Siti Nurhaliza,Bandung,2025-04-28,Contacted,07-08-2025,06-10-2025,,,VIP client
LD1628,CV Anugrah Sentosa,Healthcare,Inbound Call,Rudi Hartono,,2025-02-04,Proposal Sent,2025/03/08,04-Feb-2025,42880000,,VIP client
LD1233,CV Cahaya Abadi,Logistics,Trade Show,Siti Nurhaliza,Yogyakarta,2024-01-16,Proposal Sent,2024-02-29,27/01/2024,118287000,,Waiting for PO
LD1513,CV Anugrah Sentosa,Education,Trade Show,budi santoso,Surabaya,08-Mar-2025,Qualified,2025/03/21,,27649000,,
LD1713,CV Berkah Mandiri,Education,Referral,Andi Wijaya,Surabaya,2025/05/12,Contacted,13-Jun-2025,,,,Waiting for PO
LD1545,UD Bumi Perkasa,retail,,Rina Marlina,Makassar,12-28-2024,Contacted,28-Mar-2025,,,,
LD1409,CV SINAR JAYA,Healthcare,Email Campaign,Siti Nurhaliza,,2024/03/05,Contacted,18-Mar-2024,15-Mar-2024,,,Follow up next week
LD1547,PT Anugrah Sentosa,Healthcare,Cold Call,Andi wijaya,Makassar,07-31-2025,Proposal Sent,07-Oct-2025,12-Aug-2025,49774000,,
LD1272,UD Indo Sukses,Healthcare,Inbound Call,Rina Marlina,,04-09-2024,Qualified,06-Jul-2024,06-Jun-2024,115441000,,
LD1227,PT. Maju Terus,F&B,Email Campaign,Yuni Shara,Medan,08-08-2025,Qualified,2025-08-18,13/08/2025,98646000,,
LD1797,UD Indo Sukses,Manufacturing ,referral,Yuni Shara,JAKARTA,21/03/2024,Proposal Sent,2024/03/22,03-30-2024,124125000,,
LD1808,CV Cipta Karya,Construction,Partner,Siti Nurhaliza,bandung,07-09-2024,Proposal Sent,29-Sep-2024,30/07/2024,127318000,,Client on vacation
LD1587,UD GLOBAL TEKNINDO,Construction,referral,Budi Santoso,,08-10-2025,Qualified,2025-10-05,26/08/2025,103952000,,Send revised proposal
LD1514,PT. Nusantara Jaya,Construction,Email Campaign,Budi Santoso,,06/07/2024,Qualified,2024/08/31,2024/07/17,76565000,,
